Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,fraud_probability,is_predicted_fraud
290102,2020-10-07 22:26:49,344342339068828,fraud_Nader-Heller,misc_net,650.68,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,1967-05-05,b544308c3c9888e5ee0bca70045e93ef,1381184809,31.781767,-81.753613,1,0.98865813,1
290124,2020-10-07 22:40:08,3586955669388457,fraud_Price Inc,shopping_net,955.07,Benjamin,Rogers,M,24191 Elizabeth Mill,Bolivar,PA,15923,40.3673,-79.1605,1770,"Administrator, local government",1994-12-08,2c1a1769bab3626f6a11b5e8cfd884d1,1381185608,40.18983,-79.982555,1,0.8816108,1
290150,2020-10-07 22:59:38,6597248210463122,"fraud_Mosciski, Gislason and Mertz",grocery_pos,334.54,Kyle,Wright,M,610 Samantha Park Suite 149,Whittemore,IA,50598,43.0261,-94.4064,912,Optometrist,1968-05-16,911bd1e0f9bd356d0b5d170de8a69dfc,1381186778,43.688634,-94.840344,1,0.90170395,1
290196,2020-10-07 23:31:07,344342339068828,"fraud_Gottlieb, Considine and Schultz",shopping_net,1113.91,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,1967-05-05,1401cd12cfbc9f257e79257581276036,1381188667,30.655461,-82.152335,1,0.96545726,1
290302,2020-10-08 01:29:39,4708992452821239,fraud_Kunde-Sanford,misc_net,462.48,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",1938-09-08,e7dc6ef8f5b8e0be98336b6e7558deb6,1381195779,36.005834,-91.56906,0,0.60437876,1
290607,2020-10-08 07:15:35,4119762878330989,fraud_Morissette PLC,shopping_pos,2042.2,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,1945-08-19,4e21998889202f2808a1096b32429ce2,1381216535,40.176325,-89.592711,0,0.8135364,1
290794,2020-10-08 10:58:29,4981132848794,fraud_Lebsack and Sons,misc_net,533.64,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1946-04-03,af91949bc50e0809af7a8c4ee6a9bbf7,1381229909,40.251721,-80.31318,0,0.9271098,1
291299,2020-10-08 17:38:57,372509258176510,"fraud_Daugherty, Pouros and Beahan",shopping_pos,1255.81,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,00e9605eadc0cfecbd06b20b25c30e8e,1381253937,42.084174,-83.267501,0,0.8856983,1
291304,2020-10-08 17:43:12,3560797065840735,fraud_Brown PLC,misc_net,1219.02,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,1989-12-17,c8e2aa0127a832aa4b1e6a80eb56882d,1381254192,46.03839,-101.171322,0,0.94442177,1
291400,2020-10-08 18:46:03,373905417449658,"fraud_Reichert, Shanahan and Hayes",shopping_net,710.79,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,8a7b4983008764c36e9946f0d7b963f2,1381257963,31.654021000000004,-98.424965,0,0.5703635,1
291472,2020-10-08 19:28:45,6011724471098086,fraud_Mohr-Bayer,shopping_net,1009.29,Ann,Lawson,F,144 Evans Islands Apt. 683,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,1981-11-29,0f44d0ebe8c08aafcb06c86968603976,1381260525,46.163556,-118.724562,0,0.88135237,1
291732,2020-10-08 22:32:09,6597248210463122,fraud_Hickle Group,shopping_pos,798.05,Kyle,Wright,M,610 Samantha Park Suite 149,Whittemore,IA,50598,43.0261,-94.4064,912,Optometrist,1968-05-16,e9989706afb4b7b0b346fd8b69fe6146,1381271529,43.062934000000006,-94.974793,1,0.9344398,1
291752,2020-10-08 22:47:45,344342339068828,fraud_Pouros-Conroy,shopping_pos,922.5,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,1967-05-05,b92c802d0f1b68fcdf4e6aa1d382de1d,1381272465,32.279849,-80.66596,1,0.9041184,1
291763,2020-10-08 22:59:33,344342339068828,fraud_Terry-Huel,shopping_net,1185.79,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,1967-05-05,ae628165c599878ab4c993306a9cd4c2,1381273173,31.003531,-80.97782600000001,1,0.97018605,1
291823,2020-10-08 23:43:26,6597248210463122,fraud_Schumm PLC,shopping_net,1012.1,Kyle,Wright,M,610 Samantha Park Suite 149,Whittemore,IA,50598,43.0261,-94.4064,912,Optometrist,1968-05-16,51bb0d742b59177867a9b012fac80f1b,1381275806,43.305787,-95.384359,1,0.9846623,1
291839,2020-10-08 23:52:34,6597248210463122,fraud_Flatley-Durgan,misc_net,740.92,Kyle,Wright,M,610 Samantha Park Suite 149,Whittemore,IA,50598,43.0261,-94.4064,912,Optometrist,1968-05-16,d1983d08942dd53904786290ad38ea84,1381276354,43.671,-93.830297,1,0.99171805,1
291916,2020-10-09 01:09:29,6538891242532018,"fraud_Bernier, Volkman and Hoeger",misc_net,405.88,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,af46a91f696c1aff56289232a656573e,1381280969,35.319181,-90.590176,0,0.5143674,1
292174,2020-10-09 05:14:40,2576709887791552,fraud_Hudson-Grady,shopping_pos,3119.87,Joseph,Morgan,M,126 Underwood Drive,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,1959-08-05,49394c2e1414f4bf475ab654faa91acf,1381295680,32.341412,-116.10738700000002,0,0.76290154,1
292347,2020-10-09 08:10:25,213173753804333,fraud_Dooley Inc,shopping_pos,1330.11,Joseph,Wagner,M,822 Austin Spur,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",1959-10-07,f6071d28cdb9234f1353f12d50e4db24,1381306225,41.915144,-86.007716,0,0.70678157,1
292555,2020-10-09 11:38:48,4836998673805450,"fraud_Jones, Sawayn and Romaguera",misc_net,662.74,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1979-04-12,2d4afb6328a946c1d9bef337b6dfcf4a,1381318728,45.821078,-86.182665,0,0.6526099,1
292577,2020-10-09 11:56:01,4306630852918,fraud_Auer-West,shopping_net,1377.36,Maureen,Garza,F,169 Edward Inlet,Saint Louis,MO,63131,38.6171,-90.4504,927396,Occupational hygienist,1960-03-12,c4f69f00b7f8544be7fbe585fa1bbbe6,1381319761,39.188369,-91.153175,0,0.85886514,1
292741,2020-10-09 13:38:32,6011724471098086,fraud_Mohr Inc,shopping_pos,1473.79,Ann,Lawson,F,144 Evans Islands Apt. 683,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,1981-11-29,441fcf71a21e152fac45d92daa0a6a5b,1381325912,47.10018,-119.070235,0,0.8444437,1
293245,2020-10-09 18:53:55,6592243974328236,fraud_Donnelly PLC,misc_net,2522.05,Philip,Hart,M,97405 Vazquez Plains,Montgomery,AL,36111,32.3374,-86.2715,214703,"Chemist, analytical",1994-10-07,04e63c3c31da83ccd884299e30d93f4d,1381344835,32.894863,-86.905573,0,0.92795783,1
293570,2020-10-09 22:14:21,213199865312311,fraud_Medhurst PLC,shopping_net,974.22,Christopher,Miller,M,493 Fitzgerald Fields Suite 454,Varnell,GA,30756,34.9298,-84.9885,74,Pensions consultant,1944-05-14,b4cf2e6382a71938572113abf336c557,1381356861,35.474032,-84.635485,1,0.9828775,1
293629,2020-10-09 22:52:14,213199865312311,fraud_Jaskolski-Vandervort,misc_net,845.7,Christopher,Miller,M,493 Fitzgerald Fields Suite 454,Varnell,GA,30756,34.9298,-84.9885,74,Pensions consultant,1944-05-14,814440511bbf4619e7ebdc512be127f9,1381359134,35.423928000000004,-84.891228,1,0.9926535,1
293670,2020-10-09 23:10:32,213199865312311,fraud_Kunde-Sanford,misc_net,750.35,Christopher,Miller,M,493 Fitzgerald Fields Suite 454,Varnell,GA,30756,34.9298,-84.9885,74,Pensions consultant,1944-05-14,b11e3a28ad0b3b6f3fbc2b0c8ee4d9f8,1381360232,33.992163,-84.091418,1,0.9928189,1
293866,2020-10-10 01:51:28,377550167323848,fraud_Huel-Langworth,misc_net,1757.21,Kevin,Walters,M,87227 Tapia Burgs,Auburn,ME,4210,44.0948,-70.23899999999999,23045,Tourist information centre manager,1958-09-02,09e004650d5c1640c559e999e0737ed0,1381369888,43.204467,-70.907963,0,0.75440335,1
294254,2020-10-10 08:06:57,6524376634971418,"fraud_Cremin, Hamill and Reichel",misc_pos,1553.94,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,35581,34.347,-87.7154,5778,"Engineer, aeronautical",1952-12-05,4cbc756d795a1ab2e10ce7168390d606,1381392417,35.075451,-87.531983,0,0.8104855,1
294363,2020-10-10 09:56:01,581686439828,"fraud_Rodriguez, Yost and Jenkins",misc_net,793.86,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1973-07-28,d1a08b416c026341e8c67e03b184cb04,1381398961,42.349790000000006,-80.164938,0,0.7184621,1
294463,2020-10-10 11:39:47,3577596616955856,"fraud_Cremin, Hamill and Reichel",misc_pos,520.19,David,Rogers,M,265 Mullen Park Apt. 307,Summerfield,NC,27358,36.2245,-79.8901,14075,"Buyer, industrial",1929-04-22,b358483192aeef7293550b041f6cba63,1381405187,36.573942,-80.662367,0,0.8055108,1
294744,2020-10-10 14:28:22,3501509250702469,fraud_Fisher Inc,shopping_net,2672.88,Frank,Anderson,M,0611 Stafford Valley Suite 504,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",1979-01-02,748c0af7a120eff74305c8090054482a,1381415302,26.508974,-81.380994,0,0.86722237,1
294754,2020-10-10 14:33:35,213199865312311,fraud_Bogisich-Homenick,misc_net,908.8,Christopher,Miller,M,493 Fitzgerald Fields Suite 454,Varnell,GA,30756,34.9298,-84.9885,74,Pensions consultant,1944-05-14,a178fa4112de6516b28dcaeaddc8ab89,1381415615,35.308297,-85.843589,1,0.98046416,1
294871,2020-10-10 15:43:04,4400011257587661852,"fraud_Altenwerth, Cartwright and Koss",shopping_net,2196.45,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",1980-09-15,776bfffce9bbe562b33adedeca96fd30,1381419784,41.046068,-99.506459,0,0.89738965,1
294948,2020-10-10 16:27:46,6011724471098086,"fraud_Swaniawski, Lowe and Robel",shopping_pos,2270.11,Ann,Lawson,F,144 Evans Islands Apt. 683,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,1981-11-29,1661c6568fa1cf2813972a185f327388,1381422466,45.63293,-119.656278,0,0.9142206,1
294960,2020-10-10 16:35:24,3575789281659026,fraud_Pouros-Haag,shopping_pos,1315.83,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,bac59a292b44b14bad38cbd5e88118c6,1381422924,38.842308,-94.800835,0,0.85701513,1
295058,2020-10-10 17:34:05,6011893664860915,fraud_Kris-Padberg,shopping_pos,1266.08,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,7cacbbfb6270f393059ee7145e2056ed,1381426445,40.520154,-105.758155,0,0.93700516,1
295096,2020-10-10 18:02:29,4229733778084049,"fraud_Lehner, Reichert and Mills",misc_pos,822.61,Tyler,Mills,M,7838 Jason Squares,Elizabethtown,KY,42701,37.6848,-85.8784,48194,Surgeon,1990-05-03,08ecf08947ac3d2e660268cf4ec839d1,1381428149,38.004189,-85.46911,0,0.8730661,1
295500,2020-10-10 22:07:21,4104312520615374,"fraud_Swaniawski, Lowe and Robel",shopping_pos,1001.85,Brooke,Rodriguez,F,901 Todd Gardens Apt. 466,Mountain Center,CA,92561,33.6401,-116.5567,1661,"Therapist, music",1988-09-19,972a1a17dc018da6db1d52134a192ac9,1381442841,32.660971,-115.611352,1,0.75895065,1
295559,2020-10-10 22:47:11,213199865312311,fraud_Lebsack and Sons,misc_net,846.93,Christopher,Miller,M,493 Fitzgerald Fields Suite 454,Varnell,GA,30756,34.9298,-84.9885,74,Pensions consultant,1944-05-14,0248835bf2354a461c71f3f29095e2a7,1381445231,35.019090000000006,-85.17868399999999,1,0.9926587,1
295577,2020-10-10 22:57:03,30238755902988,fraud_Lynch Ltd,shopping_pos,2242.08,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,a3ffa7429ea14f94065492dfbfa5336b,1381445823,30.852624,-97.279607,0,0.9506272,1
295596,2020-10-10 23:07:15,213178765398315,"fraud_Roob, Conn and Tremblay",shopping_pos,1265.69,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",1993-09-11,0c4e77e59fe2900c4d772cdfbeeec46b,1381446435,43.152171,-108.406404,0,0.94561017,1
295605,2020-10-10 23:10:31,60416207185,fraud_Kassulke PLC,shopping_net,1404.3,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,1986-02-17,75d7ae23220fb35adf09b3132fe7f654,1381446631,42.602349,-109.826055,0,0.97096133,1
295643,2020-10-10 23:38:30,213112402583773,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,662.36,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,25b0b6fe881a6be36d07871b1c44c2ba,1381448310,34.409809,-81.64189300000001,0,0.562769,1
295699,2020-10-11 00:18:18,4599735407877245080,fraud_Christiansen-Gusikowski,misc_pos,977.07,Mary,Myers,F,39787 Pamela Fall Suite 639,Tiptonville,TN,38079,36.3846,-89.4649,5577,Geochemist,1964-12-30,255c74ea1f5c55266dfdb3e5fb9374bf,1381450698,36.92842,-88.6614,0,0.5980255,1
295962,2020-10-11 03:06:41,38530489946071,fraud_Stamm-Witting,shopping_net,997.42,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,1989-05-14,9366d4826322ac9f08c4ebd418be979b,1381460801,34.854169,-81.676624,1,0.5691591,1
296061,2020-10-11 04:09:58,3514897282719543,fraud_Mohr Inc,shopping_pos,3487.37,Steven,Faulkner,M,841 Cheryl Centers Suite 115,Farmington,NY,14425,42.958,-77.3083,10717,Cytogeneticist,1952-10-13,956188a39786b033e04cf320603c3290,1381464598,42.068122,-77.232537,0,0.8251899,1
296478,2020-10-11 09:01:28,30546453310167,fraud_Johns-Hoeger,entertainment,801.44,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.48899999999999,7430,"Scientist, research (medical)",1955-01-13,222fe4127226d31df01ed1cd4f3f9ba1,1381482088,42.788092,-71.727073,0,0.81514627,1
297159,2020-10-11 15:23:10,5456712664803820,"fraud_Kihn, Abernathy and Douglas",shopping_net,957.37,Pamela,Matthews,F,36659 Smith Club Apt. 080,Llano,NM,87543,36.1486,-105.6648,247,Architectural technologist,1961-10-24,ee170d4daf60808467805259077ae2c9,1381504990,36.526666,-104.864936,1,0.8794033,1
297298,2020-10-11 16:19:50,373905417449658,fraud_Kerluke-Abshire,shopping_net,1292.7,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,883e9d90a782093c71033d974b9d3c00,1381508390,32.398551,-97.074067,0,0.89387584,1
297619,2020-10-11 18:47:33,4587577161160601,"fraud_Turner, Ruecker and Parisian",misc_pos,678.49,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,1976-04-12,91143ccdd8d3efbfb51af6d8c2cebd66,1381517253,44.189855,-69.639974,0,0.663924,1
297808,2020-10-11 20:09:03,5456712664803820,"fraud_Mosciski, Ziemann and Farrell",shopping_net,952.33,Pamela,Matthews,F,36659 Smith Club Apt. 080,Llano,NM,87543,36.1486,-105.6648,247,Architectural technologist,1961-10-24,45c67b5ae130e9c063ef2b82ff9cb9e0,1381522143,36.869406,-105.825118,1,0.9659747,1
298141,2020-10-11 22:25:32,5456712664803820,fraud_Ankunding LLC,shopping_net,917.14,Pamela,Matthews,F,36659 Smith Club Apt. 080,Llano,NM,87543,36.1486,-105.6648,247,Architectural technologist,1961-10-24,38e4f0466ea4f65230d17e94f315e651,1381530332,35.615616,-105.517696,1,0.96831024,1
298184,2020-10-11 22:37:25,60416207185,fraud_Boyer PLC,shopping_net,702.87,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,1986-02-17,db789e83487b7aa6a0bea741e536420a,1381531045,43.177821,-108.967821,0,0.6400056,1
298232,2020-10-11 22:58:39,3559679414981506,fraud_Denesik and Sons,shopping_pos,741.05,Olivia,Stephenson,F,292 Cassidy Oval,Lowville,NY,13367,43.7893,-75.4156,8830,Theme park manager,1991-03-29,bf66e03cb016920950598607e26f3276,1381532319,44.079667,-74.655587,0,0.5282396,1
298293,2020-10-11 23:16:47,3595192916105588,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,1069.15,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",1993-05-14,1c8609bd473e00c882fb76e95d03d1f6,1381533407,35.38592,-78.29355100000001,0,0.895691,1
298406,2020-10-11 23:59:38,30561214688470,fraud_Pacocha-Bauch,shopping_pos,1064.62,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",1998-10-01,3478280b27711f01829239c23945e3c8,1381535978,39.946695,-74.830836,0,0.88342017,1
298433,2020-10-12 00:10:38,4178097073221156,fraud_Lebsack and Sons,misc_net,551.28,Jill,Flores,F,639 Cruz Islands,Baroda,MI,49101,41.9488,-86.4913,3104,"Horticulturist, commercial",1981-03-29,789e963eda3579b834e31afb8b3d524a,1381536638,42.36355,-86.589711,0,0.8612234,1
298613,2020-10-12 01:48:07,3589289942931264,"fraud_Jones, Sawayn and Romaguera",misc_net,1203.92,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",1972-03-05,19e66d36b99da25cf0d790564c30a6c4,1381542487,43.474988,-98.488354,0,0.69305426,1
298964,2020-10-12 05:09:14,4989847570577635369,fraud_Kunde-Sanford,misc_net,887.8,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994-07-09,1701c4185bf6dc3ed6cae35322149ad2,1381554554,33.700692,-81.87266600000001,0,0.6984849,1
299039,2020-10-12 05:54:41,180094419304907,fraud_Kuhn LLC,misc_net,559.06,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,bd4fac60a784eb9177ae3da081341b27,1381557281,33.751012,-116.488658,0,0.54810405,1
299264,2020-10-12 08:11:40,3513506355699497,fraud_McGlynn-Jaskolski,misc_pos,1232.06,Sarah,Adams,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",1966-05-29,4fea5e6c2f82bde5ac4067a8ee046e50,1381565500,33.111714,-90.892896,0,0.62865204,1
299837,2020-10-12 13:00:15,2285066385084291,fraud_Lemke and Sons,travel,3103.14,Richard,Brown,M,17819 Jose Mount Suite 657,Heidelberg,MS,39439,31.882,-88.9981,4573,"Exhibitions officer, museum/gallery",1988-02-15,67a51aac5af9e4d2a3bdffe8a11b1a77,1381582815,32.772316,-89.476651,0,0.8368064,1
300045,2020-10-12 14:23:35,4859525594182537,fraud_Mohr-Bayer,shopping_net,2621.46,Rebecca,Farley,F,383 Long Islands,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",1990-02-25,1ce7f8c558aa8be4d7e4016c8006cb0e,1381587815,42.732864,-75.091454,0,0.88793004,1
300424,2020-10-12 16:42:33,2235613922823698,fraud_Mohr Inc,shopping_pos,3224.39,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,6c38bcfd54d8f3ba7594e29b96807be2,1381596153,42.963629,-105.127173,0,0.9002019,1
300494,2020-10-12 17:10:40,4514242065619750,fraud_Botsford Ltd,shopping_pos,1132.49,Janet,Carpenter,F,9870 Collins Flat,Laramie,WY,82072,41.4247,-105.4781,35371,"Pilot, airline",1988-09-02,6ca698d0adc927276ca2ab7095428fe1,1381597840,40.685898,-104.968101,0,0.7760052,1
300589,2020-10-12 17:42:06,3551217896304745,fraud_Little-Gleichner,travel,3404.91,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1976-10-09,84bbe6a10b547bee2b9af87c7b2a8c0d,1381599726,44.893964,-73.902082,0,0.90750295,1
300940,2020-10-12 19:50:31,6011893664860915,fraud_Boyer-Reichert,shopping_net,1064.23,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,ad4c72f22586ff3c53c3b1fe3a156069,1381607431,40.414682,-105.853007,0,0.93803793,1
301122,2020-10-12 21:03:20,4099707841315751,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,709.17,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,ea5e087a4da3c869b7c0df0c43196a45,1381611800,38.60903,-77.800989,0,0.9199731,1
301343,2020-10-12 22:25:05,4561546772499,"fraud_Terry, Johns and Bins",misc_pos,638.98,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268,"Therapist, art",1988-08-04,15d32a37701224f89b51f0d9fe7a00d2,1381616705,35.281269,-105.805823,0,0.60172343,1
301389,2020-10-12 22:39:09,5456712664803820,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,842.07,Pamela,Matthews,F,36659 Smith Club Apt. 080,Llano,NM,87543,36.1486,-105.6648,247,Architectural technologist,1961-10-24,1069fb2d1dc278dbe886f3d191cd116c,1381617549,36.807533,-106.651408,1,0.8415802,1
301528,2020-10-12 23:28:15,38530489946071,fraud_Torphy-Goyette,shopping_pos,1030.78,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,1989-05-14,1faa1c90ecf2f5419c4f838fc420139d,1381620495,34.730612,-82.966095,1,0.7886519,1
301539,2020-10-12 23:32:57,4048508450704760,fraud_Mohr-Bayer,shopping_net,4450.0,Cheryl,Melton,F,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07,82d9aff00cdb6e6a7f0e5f532e68f9b7,1381620777,42.335961,-98.997009,0,0.9476077,1
301807,2020-10-13 02:20:06,4474324669797121,fraud_Huel-Langworth,misc_net,771.71,Matthew,Russell,M,168 Michael Coves Suite 343,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,1927-09-09,89cf88a8f16ae933be5f5c4660b086df,1381630806,37.543756,-118.386619,0,0.6088636,1
301866,2020-10-13 02:57:06,4129767952109660,fraud_Bednar Group,misc_net,898.83,Cheryl,Ballard,F,248 James Squares Apt. 838,Halstad,MN,56548,47.3551,-96.798,771,"Scientist, audiological",1972-06-14,2bf5044c1b44ba912cd3700755b4eac2,1381633026,48.192149,-96.998591,1,0.71746486,1
301965,2020-10-13 04:04:36,4862293128558,fraud_Dooley-Thompson,misc_net,467.42,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,1956-09-15,46df702216f10b34c1174522a7a1772d,1381637076,41.873423,-77.25171,0,0.54141515,1
302523,2020-10-13 09:39:55,560881134780,fraud_Kerluke Inc,misc_net,808.21,Audrey,Martinez,F,343 Joshua Views,Liberty Mills,IN,46946,41.0356,-85.7358,136,Soil scientist,1953-03-19,cd4628ad3eb781919fefc50d96f443ed,1381657195,40.786093,-85.190892,0,0.86540335,1
302906,2020-10-13 12:55:25,2283743876903625,fraud_Reichert-Weissnat,travel,7886.26,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997-12-27,874bbbf9350d05cc701062340520d28a,1381668925,33.666478999999995,-83.44666099999999,0,0.8625135,1
303337,2020-10-13 15:28:58,6011231546538393,fraud_Pouros-Conroy,shopping_pos,6111.78,Johnny,Bennett,M,321 Camacho Causeway,Boonton,NJ,7005,40.9115,-74.414,15269,"Psychologist, sport and exercise",1993-07-05,5cce8d2941d82e2d65e3635cea08c97c,1381678138,41.461943,-74.827069,0,0.89342266,1
303481,2020-10-13 16:28:09,3501942333500073,"fraud_Rohan, White and Aufderhar",misc_net,862.79,Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30,f14c965d759ca430e37af1c886756b88,1381681689,34.087731,-112.235272,0,0.5934356,1
304249,2020-10-13 21:25:00,3533742182628021,fraud_Morissette PLC,shopping_pos,1082.9,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1997-06-04,dbdb40bc62a56bbb23e364bf7dd58e9a,1381699500,33.206753000000006,-79.095965,0,0.6294592,1
304327,2020-10-13 22:06:00,3560797065840735,fraud_Mohr-Bayer,shopping_net,971.17,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,1989-12-17,c74e5a74ce25b685cf1057900d84dc42,1381701960,45.51914,-101.073397,0,0.9375927,1
304345,2020-10-13 22:12:45,4129767952109660,fraud_Abbott-Rogahn,entertainment,489.67,Cheryl,Ballard,F,248 James Squares Apt. 838,Halstad,MN,56548,47.3551,-96.798,771,"Scientist, audiological",1972-06-14,f2ac30cc79bd9dceb8193eaca5654c18,1381702365,47.019184,-96.292327,1,0.93996775,1
304395,2020-10-13 22:33:58,180036456789979,"fraud_Towne, Greenholt and Koepp",shopping_net,586.36,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1974-11-20,4dc5c7df05e0ad50900ddc0239487ce7,1381703638,43.26209,-90.189808,0,0.7883599,1
304430,2020-10-13 22:46:25,3576431665303017,"fraud_Altenwerth, Cartwright and Koss",shopping_net,1149.04,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,2a532be5c97346e961a7bcc5b7e01dd9,1381704385,33.37117,-112.15651,0,0.95638186,1
304646,2020-10-14 00:14:39,344342339068828,fraud_Larson-Moen,entertainment,528.49,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,1967-05-05,50a4b1fe8b0de1f81870d4f37d41b153,1381709679,31.748259,-82.407674,0,0.88793546,1
